fund_symbol,price_year,avg_open,avg_high,avg_low,avg_close,avg_adj_close,avg_transaction_price,avg_transaction_volume,avg_transaction_value,yearly_risk,yearly_loss
CSB,2020,39.52612648221344,39.87071146245059,39.03320158102767,39.41,37.82798418972332,37.82798418972332,15746.245059288538,571790.5573122529,0.027563117682195548,-0.10608330836080315
CSD,2006,25.049,25.114,24.977,25.035,21.083,21.083,9150.0,192791.5,0.005454374292129541,-0.012698412698412764
CSD,2007,28.25434262948207,28.37752988047809,28.085019920318725,28.23764940239044,23.78521912350598,23.78521912350598,28973.705179282868,705504.828685259,0.010604185551019227,-0.03226902173913049
CSD,2008,20.094229249011857,20.275415019762846,19.895415019762847,20.084268774703556,17.038142292490118,17.038142292490118,12313.04347826087,226959.7075098814,0.02570852750237464,-0.09312320916905448
CSD,2009,14.549007936507936,14.621785714285714,14.492896825396825,14.577936507936508,12.851626984126984,12.851626984126984,3177.777777777778,44114.79761904762,0.017806737102238995,-0.06321839080459768
CSD,2010,20.37718253968254,20.469444444444445,20.26230158730159,20.386825396825394,18.292936507936506,18.292936507936506,9266.269841269841,166226.20634920636,0.012060975143817015,-0.037931034482758585
CSD,2011,23.116785714285715,23.22075396825397,22.98813492063492,23.112103174603174,20.83547619047619,20.83547619047619,7483.333333333333,154596.88888888888,0.014726077198375535,-0.066123188405797
CSD,2012,26.675159999999998,26.80856,26.53044,26.68284,24.169040000000003,24.169040000000003,16842.8,413678.004,0.009440541382174249,-0.030190085724934757
CSD,2013,37.974920634920636,38.17837301587302,37.66869047619048,37.932182539682536,34.448253968253965,34.448253968253965,134165.07936507938,4930962.837301588,0.01026118783335769,-0.042995444191343934
CSD,2014,45.06638888888889,45.32515873015873,44.778928571428565,45.055952380952384,41.007460317460314,41.007460317460314,115963.88888888889,4718333.396825396,0.009484112428335285,-0.03284416491963649
CSD,2015,44.14857142857143,44.39833333333333,43.84039682539683,44.13626984126984,40.83138888888889,40.83138888888889,59078.1746031746,2382182.011904762,0.010907563231435677,-0.0481166464155528
CSD,2016,39.981071428571425,40.231587301587304,39.77460317460318,40.03511904761905,37.98099206349206,37.98099206349206,31195.238095238095,1146492.138888889,0.010744064813442655,-0.03625906476619156
CSD,2017,47.992390438247014,48.16573705179283,47.833545816733064,48.02270916334662,46.28127490039841,46.28127490039841,11555.378486055777,532296.9920318725,0.006255757571065556,-0.022936763129689175
CSD,2018,52.89235059760956,53.16171314741036,52.56498007968127,52.864780876494024,51.25892430278884,51.25892430278884,9007.96812749004,444034.48207171314,0.01149280959181537,-0.03818525519848759
CSD,2019,48.49686507936507,48.75686507936508,48.29742063492064,48.56944444444444,47.5865873015873,47.5865873015873,7800.0,366590.5833333333,0.010765242048978234,-0.037101702313400375
CSD,2020,42.205652173913045,42.628063241106716,41.88027667984189,42.28660079051384,41.88683794466404,41.88683794466404,5987.351778656126,226823.78656126483,0.030948368091179363,-0.1681672025723473
CSF,2014,36.279622641509434,36.32792452830189,36.18254716981132,36.238207547169814,33.528207547169806,33.528207547169806,3998.1132075471696,133120.95283018867,0.009023387292138368,-0.027299231380863875
CSF,2015,37.65119047619048,37.74690476190476,37.48583333333333,37.59480158730158,34.991904761904756,34.991904761904756,6555.952380952381,227623.89682539683,0.00892030389907385,-0.03338762214983726
CSF,2016,34.606587301587304,34.70892857142857,34.48333333333333,34.59678571428571,32.44742063492063,32.44742063492063,5249.603174603175,171628.1349206349,0.009317992833964612,-0.03673345476624157
CSF,2017,41.759203187250996,41.87788844621514,41.548565737051796,41.692868525896415,39.551235059760955,39.551235059760955,7565.737051792828,300486.2908366534,0.007921707101012936,-0.027292844848782916
CSF,2018,46.18988047808765,46.394581673306774,45.80932270916335,46.03669322709163,44.1594422310757,44.1594422310757,12952.589641434262,555470.796812749,0.009496832307313909,-0.04621567314132624
CSF,2019,38.50825396825397,38.65011904761905,38.39039682539682,38.52194444444445,37.49980158730159,37.49980158730159,18971.031746031746,708119.1825396825,0.0082532095813314,-0.03414511674617127
CSF,2020,39.73683794466403,39.968339920948615,39.51806324110672,39.750869565217386,39.25138339920949,39.25138339920949,14056.521739130434,529688.4150197628,0.016430953743787027,-0.05930725143284332
CSM,2009,23.490583333333333,23.64333333333333,23.340666666666667,23.5135,20.3205,20.3205,39885.0,821429.5333333333,0.0102479311730408,-0.027568922305764465
